,file,video_dtype,video_shape,video_min,video_max,video_mean,video_std,ppg_dtype,ppg_shape,ppg_min,ppg_max,ppg_mean,ppg_std,landmarks_dtype,landmarks_shape,landmarks_min,landmarks_max,landmarks_mean,landmarks_std,face_square,video_duration,patient_id,fold
645,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5626__before.npz,uint8,"(600, 87, 97, 3)",0,209,44.978250121789046,53.42042377735709,float32,"(600,)",43,176,127.25,33.50459,int16,"(600, 68, 2)",0,97,48.53409314,21.875760813910084,8439,600,5626,4
646,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5637__after.npz,uint8,"(600, 83, 90, 3)",0,213,51.510024170757106,48.89076051158512,float32,"(600,)",8,206,127.26833,35.840336,int16,"(600, 68, 2)",0,90,41.745453431372546,21.332746568185712,7470,600,5637,4
647,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5637__before.npz,uint8,"(600, 80, 93, 3)",0,202,50.81753957586619,46.46699960648404,float32,"(600,)",0,179,122.23,31.33162,int16,"(600, 68, 2)",0,93,42.02507352941176,22.159242831982105,7440,600,5637,4
648,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5644__after.npz,uint8,"(600, 83, 89, 3)",0,205,64.15029240557736,52.90541499279346,float32,"(600,)",26,194,111.486664,34.712723,int16,"(600, 68, 2)",0,89,39.375379901960784,21.796579247441286,7387,600,5644,1
649,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5644__before.npz,uint8,"(600, 94, 96, 3)",0,212,62.764676110618595,53.11288549925583,float32,"(600,)",33,186,111.56834,39.73578,int16,"(600, 68, 2)",0,96,44.43225490196078,24.500738660608118,9024,600,5644,1
650,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5646__after.npz,uint8,"(600, 75, 83, 3)",0,204,57.05733699,51.730184888304606,float32,"(600,)",26,212,131.18,39.685272,int16,"(600, 68, 2)",0,83,37.22905637254902,20.445281380485188,6225,600,5646,1
651,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5646__before.npz,uint8,"(600, 83, 87, 3)",0,207,56.73890828,53.88513205016745,float32,"(600,)",21,195,114.60667,38.31486,int16,"(600, 68, 2)",0,87,40.00131127,21.531743796720647,7221,600,5646,1
652,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5676__after.npz,uint8,"(600, 93, 104, 3)",0,211,49.94796095257789,51.87936977094004,float32,"(600,)",16,172,103.456665,33.729977,int16,"(600, 68, 2)",0,104,48.979350490196076,24.015450553017146,9672,600,5676,0
653,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5676__before.npz,uint8,"(600, 92, 104, 3)",0,209,46.075241197510216,49.18182315320378,float32,"(600,)",0,188,91.791664,36.98538,int16,"(600, 68, 2)",0,104,47.80404411764706,23.547480888497013,9568,600,5676,0
654,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5719__after.npz,uint8,"(600, 98, 101, 3)",0,213,53.76504406,49.452749365600276,float32,"(600,)",0,204,117.93166,47.018795,int16,"(600, 68, 2)",0,101,46.7975,24.96308546,9898,600,5719,0
655,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5719__before.npz,uint8,"(600, 99, 102, 3)",0,209,57.201986311920955,49.12097539701834,float32,"(600,)",8,222,125.958336,36.91711,int16,"(600, 68, 2)",0,102,46.93465686,25.920822027631363,10098,600,5719,0
656,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5721__after.npz,uint8,"(600, 105, 121, 3)",0,245,59.35701854038218,55.494649472919654,float32,"(600,)",0,219,124.69,43.94937,int16,"(600, 68, 2)",0,121,51.32221814,28.60834131,12705,600,5721,0
657,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5721__before.npz,uint8,"(600, 101, 118, 3)",0,252,63.30860197460424,57.709462491990564,float32,"(600,)",0,219,122.31834,47.758984,int16,"(600, 68, 2)",0,118,49.69656862745098,27.88331671395604,11918,600,5721,0
658,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5733__after.npz,uint8,"(600, 111, 123, 3)",0,249,62.97023254962279,59.142223120141814,float32,"(600,)",20,195,114.27333,34.429134,int16,"(600, 68, 2)",0,123,54.633223039215686,29.51606237112823,13653,600,5733,3
659,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5733__before.npz,uint8,"(600, 106, 108, 3)",0,221,61.648066959779484,56.21339187,float32,"(600,)",0,199,110.41167,40.139866,int16,"(600, 68, 2)",0,108,50.66264705882353,27.434011144979937,11448,600,5733,3
660,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5734__after.npz,uint8,"(600, 111, 111, 3)",0,219,56.33488943898854,48.03965812915358,float32,"(600,)",43,216,125.725,38.46582,int16,"(600, 68, 2)",0,111,53.35763480392157,28.899652311395943,12321,600,5734,0
661,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5734__before.npz,uint8,"(600, 108, 107, 3)",0,226,61.268276700896116,51.113573370805405,float32,"(600,)",0,239,120.42667,55.55941,int16,"(600, 68, 2)",0,108,51.18254901960784,27.87631794778551,11556,600,5734,0
662,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5785__after.npz,uint8,"(600, 134, 137, 3)",0,237,69.75505441,65.72538415830232,float32,"(600,)",3,177,118.041664,41.735195,int16,"(600, 68, 2)",0,137,65.69795343137255,34.04346638717471,18358,600,5785,3
663,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5785__before.npz,uint8,"(600, 104, 112, 3)",0,227,65.29492769383394,60.629672769931595,float32,"(600,)",7,179,100.71333,37.883255,int16,"(600, 68, 2)",0,112,50.65192401960784,27.056102886520662,11648,600,5785,3
664,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5790__after.npz,uint8,"(600, 139, 147, 3)",0,207,35.88946981190558,40.353707235575484,float32,"(600,)",0,255,118.54667,58.245323,int16,"(600, 68, 2)",0,147,71.65952205882353,38.05176258790232,20433,600,5790,1
665,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5790__before.npz,uint8,"(600, 131, 136, 3)",0,201,32.685811318165946,38.185141688392164,float32,"(600,)",0,242,113.611664,42.50491,int16,"(600, 68, 2)",0,136,66.66264705882352,35.068461290835174,17816,600,5790,1
666,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5796__after.npz,uint8,"(600, 77, 81, 3)",0,218,77.15301026,59.09687984734387,float32,"(600,)",33,188,115.66167,35.933884,int16,"(600, 68, 2)",0,81,36.53381127,20.011014342931496,6237,600,5796,0
667,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5796__before.npz,uint8,"(600, 79, 81, 3)",0,220,75.72748511052075,59.515933486482844,float32,"(600,)",0,229,107.708336,53.320885,int16,"(600, 68, 2)",0,81,37.77053921568628,20.379096357216074,6399,600,5796,0
668,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5800__after.npz,uint8,"(600, 119, 107, 3)",0,222,53.89902100404024,60.75115742198885,float32,"(600,)",0,176,101.42167,30.83889,int16,"(600, 68, 2)",0,119,54.18419117647059,25.581919934439615,12733,600,5800,0
669,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5800__before.npz,uint8,"(600, 100, 103, 3)",0,220,58.64554697950378,59.03591509399227,float32,"(600,)",9,176,100.05167,35.649296,int16,"(600, 68, 2)",0,103,50.96155637254902,25.641717980842802,10300,600,5800,0
670,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5811__after.npz,uint8,"(600, 92, 97, 3)",0,211,64.16388004880721,54.592812340469806,float32,"(600,)",1,247,126.636665,43.480392,int16,"(600, 68, 2)",0,97,45.156654411764706,24.218151839331625,8924,600,5811,2
671,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5811__before.npz,uint8,"(600, 90, 97, 3)",0,216,58.99170930380552,49.868322643503596,float32,"(600,)",13,205,106.87666,44.920017,int16,"(600, 68, 2)",0,97,43.07235294117647,23.940559774299455,8730,600,5811,2
672,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5822__after.npz,uint8,"(600, 80, 89, 3)",0,209,62.186614778401996,52.51618852785436,float32,"(600,)",14,195,117.29,42.67496,int16,"(600, 68, 2)",0,89,37.89042892156863,21.42867824975942,7120,600,5822,2
673,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5822__before.npz,uint8,"(600, 78, 94, 3)",0,208,62.36822020670425,53.226385498774114,float32,"(600,)",22,172,109.89833,34.07523,int16,"(600, 68, 2)",0,94,39.19844362745098,22.037623689314195,7332,600,5822,2
674,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5833__after.npz,uint8,"(600, 131, 125, 3)",0,234,66.00852868532655,61.66642188385044,float32,"(600,)",29,195,122.515,35.10033,int16,"(600, 68, 2)",0,131,61.83424019607843,32.13477667149127,16375,600,5833,4
675,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5833__before.npz,uint8,"(600, 183, 152, 3)",0,238,35.17603443661522,52.94742046873992,float32,"(600,)",45,199,118.035,31.581753,int16,"(600, 68, 2)",0,183,93.18696078431373,36.245904049575195,27816,600,5833,4
676,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5860__after.npz,uint8,"(600, 109, 116, 3)",0,153,32.772872025378746,35.429912848459814,float32,"(600,)",5,251,118.276665,48.94296,int16,"(600, 68, 2)",0,116,56.52787990196079,27.657231567985693,12644,600,5860,0
677,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5860__before.npz,uint8,"(600, 111, 114, 3)",0,177,41.90786887764958,41.77851378491173,float32,"(600,)",0,238,112.69334,51.995502,int16,"(600, 68, 2)",0,114,59.046482843137255,29.162944585454902,12654,600,5860,0
678,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5904__after.npz,uint8,"(600, 101, 99, 3)",0,219,51.680381649276036,48.34983793673269,float32,"(600,)",0,255,99.59,46.1932,int16,"(600, 68, 2)",0,101,49.033700980392155,25.400428754463718,9999,600,5904,2
679,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5904__before.npz,uint8,"(600, 100, 103, 3)",0,212,47.86837017259978,48.609925129621516,float32,"(600,)",0,255,96.24167,46.796654,int16,"(600, 68, 2)",0,103,50.07193627,25.11400519,10300,600,5904,2
680,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5909__after.npz,uint8,"(600, 125, 117, 3)",0,164,31.12402423551757,33.87713950424314,float32,"(600,)",51,211,133.77167,36.004482,int16,"(600, 68, 2)",0,125,59.782585784313724,31.446283535827888,14625,600,5909,1
681,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5909__before.npz,uint8,"(600, 125, 120, 3)",0,173,40.81076148148148,40.32263217136941,float32,"(600,)",79,247,155.44667,35.209568,int16,"(600, 68, 2)",0,125,61.65469362745098,32.300745017803465,15000,600,5909,1
682,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5921__after.npz,uint8,"(600, 142, 139, 3)",0,255,43.68241677080871,48.52271517572372,float32,"(600,)",15,220,121.308334,41.868603,int16,"(600, 68, 2)",0,142,67.81209559,34.869471917911234,19738,600,5921,3
683,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5921__before.npz,uint8,"(600, 140, 141, 3)",0,255,69.87709529438253,63.11018604607819,float32,"(600,)",19,190,127.933334,38.244987,int16,"(600, 68, 2)",0,141,69.18957107843137,36.371204829471885,19740,600,5921,3
684,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5928__after.npz,uint8,"(600, 119, 129, 3)",0,254,77.73950600395197,64.66370569210792,float32,"(600,)",2,206,102.69833,44.63389,int16,"(600, 68, 2)",0,129,61.20837009803922,32.017143095539964,15351,600,5928,3
685,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5928__before.npz,uint8,"(600, 113, 125, 3)",0,227,66.10541494591936,58.20347748787276,float32,"(600,)",0,183,100.128334,37.37216,int16,"(600, 68, 2)",0,125,57.89001225490196,30.821452505660293,14125,600,5928,3
686,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5938__after.npz,uint8,"(600, 128, 126, 3)",0,240,66.15926411623677,61.44903338,float32,"(600,)",33,188,124.77167,35.00485,int16,"(600, 68, 2)",0,128,62.05596814,32.115999424557856,16128,600,5938,0
687,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5938__before.npz,uint8,"(600, 147, 151, 3)",0,229,63.336747358251614,61.37892079575299,float32,"(600,)",13,199,120.096664,39.383507,int16,"(600, 68, 2)",0,151,74.85792892156863,36.453308500225255,22197,600,5938,0
688,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5948__after.npz,uint8,"(600, 134, 139, 3)",0,232,67.45965815407375,61.26163689437435,float32,"(600,)",27,203,123.345,40.612225,int16,"(600, 68, 2)",0,139,60.32174019607843,35.169123084608536,18626,600,5948,3
689,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5948__before.npz,uint8,"(600, 132, 127, 3)",0,223,51.94686590312575,53.42797723885877,float32,"(600,)",25,255,124.861664,40.71125,int16,"(600, 68, 2)",0,132,65.0525,31.036551247808497,16764,600,5948,3
690,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5974__after.npz,uint8,"(600, 117, 123, 3)",0,215,57.88634188806275,55.70750780417526,float32,"(600,)",3,221,92.46167,45.971897,int16,"(600, 68, 2)",0,123,57.16455882352941,30.627895282131394,14391,600,5974,1
691,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5974__before.npz,uint8,"(600, 115, 124, 3)",0,209,39.05101312918809,39.62599818457321,float32,"(600,)",54,188,128.425,33.798435,int16,"(600, 68, 2)",0,124,56.158553921568625,30.914201046448373,14260,600,5974,1
692,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5980__after.npz,uint8,"(600, 111, 114, 3)",0,221,65.90606268549251,59.279762708346695,float32,"(600,)",0,243,108.16167,52.938976,int16,"(600, 68, 2)",0,114,55.04714460784314,28.271748880090396,12654,600,5980,1
693,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5980__before.npz,uint8,"(600, 126, 120, 3)",0,218,56.50223508230453,59.38631435997109,float32,"(600,)",7,174,92.20333,35.050846,int16,"(600, 68, 2)",0,126,62.457009803921565,28.57362720151021,15120,600,5980,1
694,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5989__after.npz,uint8,"(600, 86, 89, 3)",0,198,53.61724094881398,50.02137041514205,float32,"(600,)",7,221,121.761665,42.117195,int16,"(600, 68, 2)",0,89,41.900098039215685,21.501820374148625,7654,600,5989,4
695,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__5989__before.npz,uint8,"(600, 82, 88, 3)",0,197,57.03476025498891,49.30608819458895,float32,"(600,)",10,185,97.888336,41.34359,int16,"(600, 68, 2)",0,88,40.541813725490194,21.578026828429863,7216,600,5989,4
696,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6008__after.npz,uint8,"(600, 89, 93, 3)",0,205,50.43936141650893,50.74757961951194,float32,"(600,)",26,255,114.93,45.25231,int16,"(600, 68, 2)",0,93,43.09827205882353,22.366690306111753,8277,600,6008,1
697,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6008__before.npz,uint8,"(600, 91, 98, 3)",0,206,50.022613503276766,52.54133029072609,float32,"(600,)",0,228,118.831665,50.578026,int16,"(600, 68, 2)",0,98,45.03694852941177,22.67578003073439,8918,600,6008,1
698,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6028__after.npz,uint8,"(600, 146, 151, 3)",0,250,40.57931141451712,45.39222760777744,float32,"(600,)",32,240,125.581665,44.22443,int16,"(600, 68, 2)",0,151,68.24166666666666,37.34154567632052,22046,600,6028,2
699,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6028__before.npz,uint8,"(600, 110, 115, 3)",0,218,64.19466056214317,56.71801308663091,float32,"(600,)",8,210,112.526665,40.127995,int16,"(600, 68, 2)",0,115,55.89514705882353,29.012451450955673,12650,600,6028,2
700,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6031__after.npz,uint8,"(600, 105, 108, 3)",0,227,59.78978644914756,55.708784754372346,float32,"(600,)",5,224,107.285,47.48309,int16,"(600, 68, 2)",0,108,55.53935049019608,27.265257386689942,11340,600,6031,2
701,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6031__before.npz,uint8,"(600, 113, 122, 3)",0,189,52.447288714799235,45.682717812085265,float32,"(600,)",40,184,121.958336,39.37664,int16,"(600, 68, 2)",0,122,62.13699754901961,30.66303530511197,13786,600,6031,2
702,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6042__after.npz,uint8,"(600, 137, 160, 3)",0,203,46.96997468065693,53.10234721478954,float32,"(600,)",39,189,126.253334,41.39395,int16,"(600, 68, 2)",0,160,67.11702205882352,37.53268405022773,21920,600,6042,0
703,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6042__before.npz,uint8,"(600, 132, 166, 3)",0,211,54.56517605776642,55.93280296,float32,"(600,)",39,198,127.31,43.34902,int16,"(600, 68, 2)",0,166,71.17689950980392,39.28173586719281,21912,600,6042,0
704,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6066__after.npz,uint8,"(600, 121, 119, 3)",0,255,23.83230208887963,27.392381996209068,float32,"(600,)",22,217,127.753334,45.71567,int16,"(600, 68, 2)",0,121,61.683406862745095,29.772578994133404,14399,600,6066,1
705,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6066__before.npz,uint8,"(600, 116, 118, 3)",0,237,61.05161735339957,57.65098059370063,float32,"(600,)",35,223,120.005,36.94038,int16,"(600, 68, 2)",0,118,55.70262254901961,28.940990470209318,13688,600,6066,1
706,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6082__after.npz,uint8,"(600, 93, 89, 3)",0,239,69.80313606647604,56.00434319729697,float32,"(600,)",32,192,121.57333,34.598522,int16,"(600, 68, 2)",0,93,43.91306373,23.73758635181059,8277,600,6082,0
707,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6082__before.npz,uint8,"(600, 103, 102, 3)",0,246,66.08132411108996,55.665225363113336,float32,"(600,)",5,215,142.18666,37.410675,int16,"(600, 68, 2)",0,103,49.41363970588235,26.53669246160042,10506,600,6082,0
708,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6091__after.npz,uint8,"(600, 99, 105, 3)",0,228,58.34503003580782,50.623958982351105,float32,"(600,)",42,229,123.23,38.370872,int16,"(600, 68, 2)",0,105,47.918933823529414,26.227017658052866,10395,600,6091,1
709,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6091__before.npz,uint8,"(600, 96, 100, 3)",0,231,62.941337384259256,54.087234377313166,float32,"(600,)",47,175,124.94666,29.76744,int16,"(600, 68, 2)",0,100,45.60253676470588,25.004028615329116,9600,600,6091,1
710,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6097__after.npz,uint8,"(600, 127, 134, 3)",0,230,63.40940112429976,59.70079582672888,float32,"(600,)",40,174,120.65833,34.60378,int16,"(600, 68, 2)",0,134,59.846225490196076,32.96173591867825,17018,600,6097,0
711,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6097__before.npz,uint8,"(600, 129, 129, 3)",0,159,35.97531748893296,37.05996994771506,float32,"(600,)",58,206,128.625,36.782528,int16,"(600, 68, 2)",0,129,63.59468137254902,33.4812496,16641,600,6097,0
712,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6114__after.npz,uint8,"(600, 89, 94, 3)",0,229,63.88491639440062,55.58958801652155,float32,"(600,)",0,205,124.065,42.51495,int16,"(600, 68, 2)",0,94,44.05251225490196,23.240824666706114,8366,600,6114,2
713,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6114__before.npz,uint8,"(600, 93, 99, 3)",0,228,62.204729855303334,55.21968512616386,float32,"(600,)",44,199,124.83,38.863148,int16,"(600, 68, 2)",0,99,47.618210784313725,24.44345358719376,9207,600,6114,2
714,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6127__after.npz,uint8,"(600, 99, 108, 3)",0,218,57.72217478,55.07594473011668,float32,"(600,)",14,218,122.68667,38.239185,int16,"(600, 68, 2)",0,108,47.85411764705882,25.65995235018199,10692,600,6127,4
715,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6127__before.npz,uint8,"(600, 103, 116, 3)",0,214,50.871764637503254,50.32974529817628,float32,"(600,)",30,183,111.46167,34.95066,int16,"(600, 68, 2)",0,116,47.205735294117645,27.609227845132512,11948,600,6127,4
716,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6137__after.npz,uint8,"(600, 90, 93, 3)",0,206,54.81591816009558,47.61414611546938,float32,"(600,)",0,231,103.57833,56.020447,int16,"(600, 68, 2)",0,93,40.75132352941176,22.930151252958712,8370,600,6137,0
717,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6137__before.npz,uint8,"(600, 90, 95, 3)",0,200,56.27220461338531,48.24486349489761,float32,"(600,)",18,172,101.29,38.940113,int16,"(600, 68, 2)",0,95,43.64215686,23.260028139996592,8550,600,6137,0
718,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6145__after.npz,uint8,"(600, 127, 132, 3)",0,215,49.848709536307965,50.73765446269261,float32,"(600,)",45,249,140.84833,40.02206,int16,"(600, 68, 2)",0,132,62.86969362745098,34.03036192143973,16764,600,6145,2
719,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6145__before.npz,uint8,"(600, 125, 133, 3)",0,191,45.40792928989139,48.348315303554685,float32,"(600,)",19,242,143.29,40.592686,int16,"(600, 68, 2)",0,133,63.10026960784314,33.627675488365846,16625,600,6145,2
720,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6176__after.npz,uint8,"(600, 87, 99, 3)",0,233,62.85498258446534,58.709732729690856,float32,"(600,)",0,189,110.035,38.121216,int16,"(600, 68, 2)",0,99,45.08446078431373,23.071136234703022,8613,600,6176,3
721,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6176__before.npz,uint8,"(600, 88, 99, 3)",0,232,65.84936409550046,58.626421464854836,float32,"(600,)",38,211,129.06833,40.695213,int16,"(600, 68, 2)",0,99,44.03026960784314,23.240206464141814,8712,600,6176,3
722,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6193__after.npz,uint8,"(600, 80, 88, 3)",0,199,61.75420762310606,52.09439465280242,float32,"(600,)",0,225,107.62334,50.202637,int16,"(600, 68, 2)",0,88,40.088382352941174,21.199286829728504,7040,600,6193,4
723,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6193__before.npz,uint8,"(600, 90, 93, 3)",0,205,59.99273310765963,53.42952603119501,float32,"(600,)",0,168,93.235,36.043766,int16,"(600, 68, 2)",0,93,45.23004901960784,23.00405428882238,8370,600,6193,4
724,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6223__after.npz,uint8,"(600, 87, 89, 3)",0,232,52.42416720478712,52.95896719938398,float32,"(600,)",31,203,125.96167,33.52865,int16,"(600, 68, 2)",0,89,45.172132352941176,22.460969477403143,7743,600,6223,1
725,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6223__before.npz,uint8,"(600, 91, 89, 3)",0,229,52.26743390816424,50.95575675092593,float32,"(600,)",37,219,136.17667,39.08391,int16,"(600, 68, 2)",0,91,44.26399509803922,23.59903906568031,8099,600,6223,1
726,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6245__after.npz,uint8,"(600, 100, 116, 3)",0,243,57.27766278735632,58.077983382754866,float32,"(600,)",13,157,120.04667,35.621967,int16,"(600, 68, 2)",0,116,54.63153186,27.418714597030192,11600,600,6245,4
727,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6245__before.npz,uint8,"(600, 114, 123, 3)",0,255,60.32121804624479,64.17446743587024,float32,"(600,)",27,174,119.761665,40.12927,int16,"(600, 68, 2)",0,123,57.359129901960785,28.019568769823188,14022,600,6245,4
728,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6255__after.npz,uint8,"(600, 85, 102, 3)",0,214,48.03225868255799,54.74152463373829,float32,"(600,)",2,225,125.2,40.517403,int16,"(600, 68, 2)",0,102,45.702708333333334,23.400703075541053,8670,600,6255,0
729,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6255__before.npz,uint8,"(600, 87, 100, 3)",0,214,51.34986590038314,54.91869463154693,float32,"(600,)",14,202,116.95333,42.88051,int16,"(600, 68, 2)",0,100,43.868835784313724,23.450752828074098,8700,600,6255,0
730,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6277__after.npz,uint8,"(600, 99, 102, 3)",0,213,64.81765443102044,56.964034253106256,float32,"(600,)",41,206,126.48333,34.938896,int16,"(600, 68, 2)",0,102,47.242120098039216,25.62744283746502,10098,600,6277,0
731,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6277__before.npz,uint8,"(600, 104, 107, 3)",0,215,64.95537547927151,56.80811340747865,float32,"(600,)",0,174,100.47667,28.283379,int16,"(600, 68, 2)",0,107,49.84627450980392,27.038658251516317,11128,600,6277,0
732,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6281__after.npz,uint8,"(600, 115, 124, 3)",0,223,52.76885682561945,53.29393419,float32,"(600,)",0,183,83.97667,39.362076,int16,"(600, 68, 2)",0,124,60.203860294117646,29.677590613254527,14260,600,6281,4
733,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6281__before.npz,uint8,"(600, 120, 132, 3)",0,235,36.94972257295174,40.272747923836675,float32,"(600,)",23,188,107.65833,39.745377,int16,"(600, 68, 2)",0,132,63.93132352941176,32.78046202244765,15840,600,6281,4
734,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6289__after.npz,uint8,"(600, 90, 102, 3)",0,206,58.38687745098039,54.11020133462902,float32,"(600,)",0,185,74.855,41.328407,int16,"(600, 68, 2)",0,102,43.00463235294118,24.06179652625128,9180,600,6289,4
735,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6289__before.npz,uint8,"(600, 96, 103, 3)",0,215,60.66925319,55.93704003565088,float32,"(600,)",28,200,113.39833,38.223156,int16,"(600, 68, 2)",0,103,46.31654411764706,25.09118607098983,9888,600,6289,4
736,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6304__after.npz,uint8,"(600, 88, 86, 3)",0,203,55.53316838442565,54.164994433604534,float32,"(600,)",0,186,95.67167,38.945953,int16,"(600, 68, 2)",0,88,42.42935049019608,21.018266654426295,7568,600,6304,3
737,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6304__before.npz,uint8,"(600, 77, 85, 3)",0,201,61.72623198370257,53.22628596222434,float32,"(600,)",27,171,107.55,34.404713,int16,"(600, 68, 2)",0,85,36.54785539215686,20.67506227457417,6545,600,6304,3
738,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6307__after.npz,uint8,"(600, 129, 128, 3)",0,164,37.59938152723945,38.23451855330802,float32,"(600,)",29,242,152.17334,41.347713,int16,"(600, 68, 2)",0,129,64.02080882,32.62844727986339,16512,600,6307,2
739,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6307__before.npz,uint8,"(600, 117, 117, 3)",0,255,69.32218159755197,62.04092326,float32,"(600,)",0,165,91.08833,36.56894,int16,"(600, 68, 2)",0,117,57.11897058823529,29.81030570777985,13689,600,6307,2
740,/gim/lv03/datasets/rppg/preprocessed/mcd_rppg__6329__after.npz,uint8,"(600, 127, 118, 3)",0,213,56.11617717276866,54.52075114818248,float32,"(600,)",3,255,120.96,51.456894,int16,"(600, 68, 2)",0,127,58.02566176470588,30.77926677233328,14986,600,6329,4
